Record	GBK	Record_Type	Record_Number	CC	Family	bgc_class	genome	Class	Category	Description	Taxonomy	GCF_ID	cutoff
NZ_JAQGJV010000082.1.region001.gbk_region_1	NZ_JAQGJV010000082.1.region001	region	1	876	FAM_00443	other	Unknown	betalactone	other	NZ_JAQGJV010000082.1 MAG: Devosia sp. isolate RYN_494 scaffold_251191, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00443	0.5
NZ_FOFL01000002.1.region001.gbk_region_1	NZ_FOFL01000002.1.region001	region	1	876	FAM_00443	other	Unknown	betalactone	other	NZ_FOFL01000002.1 Devosia sp. YR412, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00443	0.5
NZ_JBEPOL010000004.1.region001.gbk_region_1	NZ_JBEPOL010000004.1.region001	region	1	876	FAM_00443	other	Unknown	betalactone	other	NZ_JBEPOL010000004.1 Devosia sp. UYZn731 Ga0493902_04, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00443	0.5
NZ_CP068047.1.region002.gbk_region_2	NZ_CP068047.1.region002	region	2	876	FAM_00443	other	Unknown	betalactone	other	NZ_CP068047.1 Devosia oryziradicis strain G19 chromosome	Unknown	other_c0.5_famFAM_00443	0.5
NZ_JBVKGV010000043.1.region001.gbk_region_1	NZ_JBVKGV010000043.1.region001	region	1	1047	FAM_00444	other	Unknown	hserlactone	other	NZ_JBVKGV010000043.1 MAG: Devosia sp. isolate ML34-006-05 ML34_006_NODE_920_length_25440_cov_2.136373, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00444	0.5
NZ_JBEPOL010000012.1.region001.gbk_region_1	NZ_JBEPOL010000012.1.region001	region	1	1047	FAM_00444	other	Unknown	hserlactone	other	NZ_JBEPOL010000012.1 Devosia sp. UYZn731 Ga0493902_12, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00444	0.5
NZ_JBTSEP010000004.1.region001.gbk_region_1	NZ_JBTSEP010000004.1.region001	region	1	1047	FAM_00444	other	Unknown	hserlactone	other	NZ_JBTSEP010000004.1 MAG: Devosia sp. isolate ML34-012-05 ML34_012_NODE_48_length_147816_cov_8.746420, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00444	0.5
NZ_CP104964.1.region001.gbk_region_1	NZ_CP104964.1.region001	region	1	1047	FAM_00444	other	Unknown	hserlactone	other	NZ_CP104964.1 Devosia neptuniae strain A18/4-1 plasmid p_unnamed1, complete sequence	Unknown	other_c0.5_famFAM_00444	0.5
NZ_CP170084.1.region001.gbk_region_1	NZ_CP170084.1.region001	region	1	1047	FAM_00444	other	Unknown	hserlactone	other	NZ_CP170084.1 Devosia sp. Naph2 plasmid unnamed2, complete sequence	Unknown	other_c0.5_famFAM_00444	0.5
NZ_CP170085.1.region001.gbk_region_1	NZ_CP170085.1.region001	region	1	1047	FAM_00444	other	Unknown	hserlactone	other	NZ_CP170085.1 Devosia sp. Naph2 plasmid unnamed3, complete sequence	Unknown	other_c0.5_famFAM_00444	0.5
NZ_JAVKFR010000033.1.region001.gbk_region_1	NZ_JAVKFR010000033.1.region001	region	1	1047	FAM_00444	other	Unknown	hserlactone	other	NZ_JAVKFR010000033.1 MAG: Devosia marina isolate F1-TOW-06 k141_74518, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00444	0.5
NZ_FQVC01000014.1.region001.gbk_region_1	NZ_FQVC01000014.1.region001	region	1	1047	FAM_00445	other	Unknown	hserlactone	other	NZ_FQVC01000014.1 Devosia limi DSM 17137, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00445	0.5
NZ_JAPWHK010000012.1.region001.gbk_region_1	NZ_JAPWHK010000012.1.region001	region	1	1047	FAM_00445	other	Unknown	hserlactone	other	NZ_JAPWHK010000012.1 Devosia neptuniae strain G21611-S1 NODE_12_length_122917_cov_11.4053, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00445	0.5
NZ_JBTMWV010000039.1.region001.gbk_region_1	NZ_JBTMWV010000039.1.region001	region	1	1047	FAM_00445	other	Unknown	hserlactone	other	NZ_JBTMWV010000039.1 Devosia sp. A369 Scaffold39, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00445	0.5
NZ_FOMB01000021.1.region001.gbk_region_1	NZ_FOMB01000021.1.region001	region	1	1047	FAM_00445	other	Unknown	hserlactone	other	NZ_FOMB01000021.1 Devosia psychrophila strain CGMCC 1.10210, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00445	0.5
NZ_JAVKFR010000033.1.region002.gbk_region_2	NZ_JAVKFR010000033.1.region002	region	2	1047	FAM_00445	other	Unknown	hserlactone	other	NZ_JAVKFR010000033.1 MAG: Devosia marina isolate F1-TOW-06 k141_74518, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00445	0.5
NZ_JQGC01000048.1.region001.gbk_region_1	NZ_JQGC01000048.1.region001	region	1	1047	FAM_00445	other	Unknown	hserlactone	other	NZ_JQGC01000048.1 Devosia riboflavina strain IFO13584 contig48, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00445	0.5
NZ_LAJF01000040.1.region001.gbk_region_1	NZ_LAJF01000040.1.region001	region	1	1047	FAM_00445	other	Unknown	hserlactone	other	NZ_LAJF01000040.1 Devosia limi DSM 17137 NODE_40, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00445	0.5
NZ_MKVA01000005.1.region001.gbk_region_1	NZ_MKVA01000005.1.region001	region	1	1436	FAM_00446	other	Unknown	betalactone	other	NZ_MKVA01000005.1 MAG: Devosia sp. 67-54 SCNpilot_cont_1000_bf_scaffold_3, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00446	0.5
NZ_JAFKHC010000003.1.region001.gbk_region_1	NZ_JAFKHC010000003.1.region001	region	1	1436	FAM_00446	other	Unknown	betalactone	other	NZ_JAFKHC010000003.1 MAG: Devosia sp. isolate SCN18_26_2_15_R2_B_67_34 SCN18_26_2_15_R2_B_scaffold_2, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00446	0.5
NZ_CP042304.1.region001.gbk_region_1	NZ_CP042304.1.region001	region	1	1848	FAM_00447	other	Unknown	hydrogen-cyanide	other	NZ_CP042304.1 Devosia ginsengisoli strain Gsoil 520 chromosome, complete genome	Unknown	other_c0.5_famFAM_00447	0.5
NZ_JAMZCU010000002.1.region002.gbk_region_2	NZ_JAMZCU010000002.1.region002	region	2	1848	FAM_00447	other	Unknown	hydrogen-cyanide	other	NZ_JAMZCU010000002.1 Devosia ureilytica strain XJ19-1 Scaffold2, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00447	0.5
NZ_LMGZ01000004.1.region001.gbk_region_1	NZ_LMGZ01000004.1.region001	region	1	1848	FAM_00447	other	Unknown	hydrogen-cyanide	other	NZ_LMGZ01000004.1 Devosia sp. Root635 contig_12, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00447	0.5
NZ_LMEM01000015.1.region001.gbk_region_1	NZ_LMEM01000015.1.region001	region	1	1848	FAM_00447	other	Unknown	hydrogen-cyanide	other	NZ_LMEM01000015.1 Devosia sp. Root436 contig_8, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00447	0.5
NZ_JANQAJ010000011.1.region002.gbk_region_2	NZ_JANQAJ010000011.1.region002	region	2	1848	FAM_00447	other	Unknown	hydrogen-cyanide	other	NZ_JANQAJ010000011.1 MAG: Devosia ginsengisoli isolate 46_gen_w_cov.5 c262, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00447	0.5
NZ_JAMWDU010000002.1.region001.gbk_region_1	NZ_JAMWDU010000002.1.region001	region	1	1848	FAM_00447	other	Unknown	hydrogen-cyanide	other	NZ_JAMWDU010000002.1 Devosia ureilytica strain XJ19-45 Scaffold2, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00447	0.5
NZ_JBHLYO010000011.1.region001.gbk_region_1	NZ_JBHLYO010000011.1.region001	region	1	1919	FAM_00448	other	Unknown	hserlactone	other	NZ_JBHLYO010000011.1 Devosia nitrariae strain NBRC 112416 platanus_K_default_11, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00448	0.5
NZ_BSNS01000002.1.region001.gbk_region_1	NZ_BSNS01000002.1.region001	region	1	1919	FAM_00448	other	Unknown	hserlactone	other	NZ_BSNS01000002.1 Devosia nitrariae strain NBRC 112416 sequence02, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00448	0.5
NZ_MKVA01000006.1.region001.gbk_region_1	NZ_MKVA01000006.1.region001	region	1	2037	FAM_00449	other	Unknown	hydrogen-cyanide	other	NZ_MKVA01000006.1 MAG: Devosia sp. 67-54 SCNpilot_cont_1000_bf_scaffold_34, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00449	0.5
NZ_JAFKHC010000009.1.region001.gbk_region_1	NZ_JAFKHC010000009.1.region001	region	1	2037	FAM_00449	other	Unknown	hydrogen-cyanide	other	NZ_JAFKHC010000009.1 MAG: Devosia sp. isolate SCN18_26_2_15_R2_B_67_34 SCN18_26_2_15_R2_B_scaffold_40, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00449	0.5
NZ_LAJF01000076.1.region002.gbk_region_2	NZ_LAJF01000076.1.region002	region	2	3437	FAM_00450	other	Unknown	hydrogen-cyanide	other	NZ_LAJF01000076.1 Devosia limi DSM 17137 NODE_76, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00450	0.5
NZ_JBTMWU010000004.1.region002.gbk_region_2	NZ_JBTMWU010000004.1.region002	region	2	3437	FAM_00450	other	Unknown	hydrogen-cyanide	other	NZ_JBTMWU010000004.1 Devosia sp. A449 Scaffold4, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00450	0.5
NZ_JBTMWV010000004.1.region001.gbk_region_1	NZ_JBTMWV010000004.1.region001	region	1	3437	FAM_00450	other	Unknown	hydrogen-cyanide	other	NZ_JBTMWV010000004.1 Devosia sp. A369 Scaffold4, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00450	0.5
NZ_FQVC01000010.1.region001.gbk_region_1	NZ_FQVC01000010.1.region001	region	1	3437	FAM_00450	other	Unknown	hydrogen-cyanide	other	NZ_FQVC01000010.1 Devosia limi DSM 17137, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00450	0.5
NZ_JBHUNP010000001.1.region002.gbk_region_2	NZ_JBHUNP010000001.1.region002	region	2	4017	FAM_00451	other	Unknown	hydrogen-cyanide	other	NZ_JBHUNP010000001.1 Devosia albogilva strain CCM 7427 tig00000001, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00451	0.5
NZ_JAFKHC010000005.1.region001.gbk_region_1	NZ_JAFKHC010000005.1.region001	region	1	4017	FAM_00451	other	Unknown	hydrogen-cyanide	other	NZ_JAFKHC010000005.1 MAG: Devosia sp. isolate SCN18_26_2_15_R2_B_67_34 SCN18_26_2_15_R2_B_scaffold_15, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00451	0.5
NZ_MKVA01000003.1.region001.gbk_region_1	NZ_MKVA01000003.1.region001	region	1	4017	FAM_00451	other	Unknown	hydrogen-cyanide	other	NZ_MKVA01000003.1 MAG: Devosia sp. 67-54 SCNpilot_cont_1000_bf_scaffold_18, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00451	0.5
NZ_BSNS01000007.1.region002.gbk_region_2	NZ_BSNS01000007.1.region002	region	2	4624	FAM_00452	other	Unknown	acyl_amino_acids	other	NZ_BSNS01000007.1 Devosia nitrariae strain NBRC 112416 sequence07, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00452	0.5
NZ_JBHLYO010000012.1.region001.gbk_region_1	NZ_JBHLYO010000012.1.region001	region	1	4624	FAM_00452	other	Unknown	acyl_amino_acids	other	NZ_JBHLYO010000012.1 Devosia nitrariae strain NBRC 112416 platanus_K_default_12, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00452	0.5
NZ_JBTLRJ010000003.1.region002.gbk_region_2	NZ_JBTLRJ010000003.1.region002	region	2	1995	FAM_00453	other	Unknown	hserlactone	other	NZ_JBTLRJ010000003.1 Devosia sp. CAU 1758 contig3, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00453	0.5
NZ_JAQGJV010000048.1.region001.gbk_region_1	NZ_JAQGJV010000048.1.region001	region	1	2095	FAM_00454	other	Unknown	hserlactone	other	NZ_JAQGJV010000048.1 MAG: Devosia sp. isolate RYN_494 scaffold_3063531, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00454	0.5
NZ_CP092483.1.region002.gbk_region_2	NZ_CP092483.1.region002	region	2	3454	FAM_00455	other	Unknown	hserlactone	other	NZ_CP092483.1 Devosia lacusdianchii strain JXJ CY 41 chromosome	Unknown	other_c0.5_famFAM_00455	0.5
NZ_JQGC01000025.1.region001.gbk_region_1	NZ_JQGC01000025.1.region001	region	1	3807	FAM_00456	other	Unknown	hserlactone	other	NZ_JQGC01000025.1 Devosia riboflavina strain IFO13584 contig25, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00456	0.5
NZ_BMZE01000002.1.region001.gbk_region_1	NZ_BMZE01000002.1.region001	region	1	4149	FAM_00457	other	Unknown	hserlactone	other	NZ_BMZE01000002.1 Devosia pacifica strain KCTC 32437 sequence2, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00457	0.5
NZ_CP045422.1.region001.gbk_region_1	NZ_CP045422.1.region001	region	1	4640	FAM_00458	other	Unknown	hydrogen-cyanide	other	NZ_CP045422.1 Devosia beringensis strain S02 chromosome, complete genome	Unknown	other_c0.5_famFAM_00458	0.5
NZ_CP126539.1.region004.gbk_region_4	NZ_CP126539.1.region004	region	4	4880	FAM_00459	other	Unknown	acyl_amino_acids	other	NZ_CP126539.1 Devosia rhizosphaerae strain RR2S18 chromosome, complete genome	Unknown	other_c0.5_famFAM_00459	0.5
NZ_JBEPOL010000008.1.region001.gbk_region_1	NZ_JBEPOL010000008.1.region001	region	1	5240	FAM_00460	other	Unknown	hserlactone	other	NZ_JBEPOL010000008.1 Devosia sp. UYZn731 Ga0493902_08, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00460	0.5
NZ_JBLXGA010000002.1.region001.gbk_region_1	NZ_JBLXGA010000002.1.region001	region	1	5383	FAM_00461	other	Unknown	hydrogen-cyanide	other	NZ_JBLXGA010000002.1 MAG: Devosia sp. isolate ET04-05 T04maxbin_out.008RE.5K@2, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00461	0.5
NZ_JAFKHE010000012.1.region001.gbk_region_1	NZ_JAFKHE010000012.1.region001	region	1	5771	FAM_00462	other	Unknown	betalactone	other	NZ_JAFKHE010000012.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_P_66_71 SCN18_30_10_14_R3_P_scaffold_36, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00462	0.5
NZ_JBLXGA010000009.1.region001.gbk_region_1	NZ_JBLXGA010000009.1.region001	region	1	6635	FAM_00463	other	Unknown	betalactone	other	NZ_JBLXGA010000009.1 MAG: Devosia sp. isolate ET04-05 T04maxbin_out.008RE.5K@9, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00463	0.5
NZ_JQGC01000006.1.region001.gbk_region_1	NZ_JQGC01000006.1.region001	region	1	10167	FAM_00464	other	Unknown	hserlactone	other	NZ_JQGC01000006.1 Devosia riboflavina strain IFO13584 contig6, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00464	0.5
NZ_JZEY01000054.1.region001.gbk_region_1	NZ_JZEY01000054.1.region001	region	1	10460	FAM_00465	other	Unknown	hserlactone	other	NZ_JZEY01000054.1 Devosia chinhatensis strain IPL18 NODE_54, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00465	0.5
NZ_JANQAJ010000006.1.region001.gbk_region_1	NZ_JANQAJ010000006.1.region001	region	1	11110	FAM_00466	other	Unknown	hserlactone	other	NZ_JANQAJ010000006.1 MAG: Devosia ginsengisoli isolate 46_gen_w_cov.5 c86, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00466	0.5
NZ_CP034767.1.region006.gbk_region_6	NZ_CP034767.1.region006	region	6	11952	FAM_00467	other	Unknown	hydrogen-cyanide	other	NZ_CP034767.1 Devosia sp. 1566 chromosome, complete genome	Unknown	other_c0.5_famFAM_00467	0.5
NZ_CM147875.1.region004.gbk_region_4	NZ_CM147875.1.region004	region	4	12082	FAM_00468	other	Unknown	betalactone	other	NZ_CM147875.1 Devosia sp. J20-27 chromosome, whole genome shotgun sequence	Unknown	other_c0.5_famFAM_00468	0.5
NZ_CP075529.1.region002.gbk_region_2	NZ_CP075529.1.region002	region	2	12597	FAM_00469	other	Unknown	phosphonate	other	NZ_CP075529.1 MAG: Devosia sp. isolate TGS_PRO11 chromosome	Unknown	other_c0.5_famFAM_00469	0.5
NZ_JBXAPX010000004.1.region001.gbk_region_1	NZ_JBXAPX010000004.1.region001	region	1	63	FAM_00060	RiPP	Unknown	thioamitides	RiPP	NZ_JBXAPX010000004.1 Devosia sp. GW821-FHT12F11 NODE_4_length_517482_cov_53.795218, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00060	0.5
NZ_LMEA01000011.1.region001.gbk_region_1	NZ_LMEA01000011.1.region001	region	1	63	FAM_00060	RiPP	Unknown	thioamitides	RiPP	NZ_LMEA01000011.1 Devosia sp. Root413D1 contig_6, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00060	0.5
NZ_LMCR01000016.1.region001.gbk_region_1	NZ_LMCR01000016.1.region001	region	1	63	FAM_00060	RiPP	Unknown	thioamitides	RiPP	NZ_LMCR01000016.1 Devosia sp. Root105 contig_4, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00060	0.5
NZ_CP012945.1.region005.gbk_region_5	NZ_CP012945.1.region005	region	5	63	FAM_00060	RiPP	Unknown	thioamitides	RiPP	NZ_CP012945.1 Devosia sp. A16 chromosome, complete genome	Unknown	RiPP_c0.5_famFAM_00060	0.5
NZ_CAXUPH020000003.1.region001.gbk_region_1	NZ_CAXUPH020000003.1.region001	region	1	63	FAM_00060	RiPP	Unknown	thioamitides	RiPP	NZ_CAXUPH020000003.1 Devosia sp. LjRoot16 LJR016c3, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00060	0.5
NZ_CP104965.1.region001.gbk_region_1	NZ_CP104965.1.region001	region	1	72	FAM_00061	RiPP	Unknown	redox-cofactor	RiPP	NZ_CP104965.1 Devosia neptuniae strain A18/4-1 chromosome, complete genome	Unknown	RiPP_c0.5_famFAM_00061	0.5
NZ_JBJDRE010000010.1.region001.gbk_region_1	NZ_JBJDRE010000010.1.region001	region	1	72	FAM_00061	RiPP	Unknown	redox-cofactor	RiPP	NZ_JBJDRE010000010.1 Devosia sp. ZW T5_3 ZW_T5_3_contig_010, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00061	0.5
NZ_JNNO01000016.1.region001.gbk_region_1	NZ_JNNO01000016.1.region001	region	1	72	FAM_00061	RiPP	Unknown	redox-cofactor	RiPP	NZ_JNNO01000016.1 Devosia sp. LC5 contig23, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00061	0.5
NZ_BSNG01000003.1.region001.gbk_region_1	NZ_BSNG01000003.1.region001	region	1	72	FAM_00061	RiPP	Unknown	redox-cofactor	RiPP	NZ_BSNG01000003.1 Devosia yakushimensis strain NBRC 103855 sequence03, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00061	0.5
NZ_JBTLRJ010000002.1.region002.gbk_region_2	NZ_JBTLRJ010000002.1.region002	region	2	90	FAM_00062	RiPP	Unknown	RiPP-like	RiPP	NZ_JBTLRJ010000002.1 Devosia sp. CAU 1758 contig2, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00062	0.5
NZ_CP026747.1.region001.gbk_region_1	NZ_CP026747.1.region001	region	1	90	FAM_00062	RiPP	Unknown	RiPP-like	RiPP	NZ_CP026747.1 Devosia sp. I507 chromosome, complete genome	Unknown	RiPP_c0.5_famFAM_00062	0.5
NZ_CP080590.1.region002.gbk_region_2	NZ_CP080590.1.region002	region	2	90	FAM_00062	RiPP	Unknown	RiPP-like	RiPP	NZ_CP080590.1 Devosia salina strain SCS-3 chromosome, complete genome	Unknown	RiPP_c0.5_famFAM_00062	0.5
NZ_JAMWDU010000006.1.region001.gbk_region_1	NZ_JAMWDU010000006.1.region001	region	1	90	FAM_00062	RiPP	Unknown	RiPP-like	RiPP	NZ_JAMWDU010000006.1 Devosia ureilytica strain XJ19-45 Scaffold6, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00062	0.5
NZ_CP170082.1.region007.gbk_region_7	NZ_CP170082.1.region007	region	7	90	FAM_00062	RiPP	Unknown	RiPP-like	RiPP	NZ_CP170082.1 Devosia sp. Naph2 chromosome, complete genome	Unknown	RiPP_c0.5_famFAM_00062	0.5
NZ_WQRF01000010.1.region001.gbk_region_1	NZ_WQRF01000010.1.region001	region	1	90	FAM_00062	RiPP	Unknown	RiPP-like	RiPP	NZ_WQRF01000010.1 Devosia marina strain L53-10-65 NODE_10_length_77047_cov_53.918155, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00062	0.5
NZ_JAVKFR010000034.1.region001.gbk_region_1	NZ_JAVKFR010000034.1.region001	region	1	90	FAM_00062	RiPP	Unknown	RiPP-like	RiPP	NZ_JAVKFR010000034.1 MAG: Devosia marina isolate F1-TOW-06 k141_64042, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00062	0.5
NZ_CP146608.1.region003.gbk_region_3	NZ_CP146608.1.region003	region	3	90	FAM_00062	RiPP	Unknown	RiPP-like	RiPP	NZ_CP146608.1 Devosia sp. XK-2 chromosome, complete genome	Unknown	RiPP_c0.5_famFAM_00062	0.5
NZ_JACIEW010000012.1.region001.gbk_region_1	NZ_JACIEW010000012.1.region001	region	1	90	FAM_00062	RiPP	Unknown	RiPP-like	RiPP	NZ_JACIEW010000012.1 Devosia subaequoris strain DSM 23447 Ga0373328_12, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00062	0.5
NZ_JAMYXP010000014.1.region001.gbk_region_1	NZ_JAMYXP010000014.1.region001	region	1	90	FAM_00062	RiPP	Unknown	RiPP-like	RiPP	NZ_JAMYXP010000014.1 Devosia subaequoris strain HST3-14 Scaffold14, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00062	0.5
NZ_JAMZCU010000008.1.region001.gbk_region_1	NZ_JAMZCU010000008.1.region001	region	1	90	FAM_00062	RiPP	Unknown	RiPP-like	RiPP	NZ_JAMZCU010000008.1 Devosia ureilytica strain XJ19-1 Scaffold8, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00062	0.5
NZ_PYVZ01000013.1.region001.gbk_region_1	NZ_PYVZ01000013.1.region001	region	1	90	FAM_00062	RiPP	Unknown	RiPP-like	RiPP	NZ_PYVZ01000013.1 Devosia indica strain IO390501 scaffold13, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00062	0.5
NZ_JBTSEP010000009.1.region001.gbk_region_1	NZ_JBTSEP010000009.1.region001	region	1	145	FAM_00063	RiPP	Unknown	RiPP-like	RiPP	NZ_JBTSEP010000009.1 MAG: Devosia sp. isolate ML34-012-05 ML34_012_NODE_93_length_98378_cov_7.821071, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00063	0.5
NZ_JBVKGV010000020.1.region001.gbk_region_1	NZ_JBVKGV010000020.1.region001	region	1	145	FAM_00063	RiPP	Unknown	RiPP-like	RiPP	NZ_JBVKGV010000020.1 MAG: Devosia sp. isolate ML34-006-05 ML34_006_NODE_270_length_57401_cov_2.738730, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00063	0.5
NZ_CP170082.1.region004.gbk_region_4	NZ_CP170082.1.region004	region	4	258	FAM_00065	RiPP	Unknown	RRE-containing.lassopeptide	RiPP	NZ_CP170082.1 Devosia sp. Naph2 chromosome, complete genome	Unknown	RiPP_c0.5_famFAM_00065	0.5
NZ_JBHTMH010000001.1.region003.gbk_region_3	NZ_JBHTMH010000001.1.region003	region	3	365	FAM_00069	RiPP	Unknown	thioamitides	RiPP	NZ_JBHTMH010000001.1 Devosia equisanguinis strain CCM 8868 GCM70027366_15, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00069	0.5
NZ_UZWD01000029.1.region001.gbk_region_1	NZ_UZWD01000029.1.region001	region	1	365	FAM_00069	RiPP	Unknown	thioamitides	RiPP	NZ_UZWD01000029.1 Devosia equisanguinis strain CIP 111628, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00069	0.5
NZ_MKUY01000005.1.region001.gbk_region_1	NZ_MKUY01000005.1.region001	region	1	365	FAM_00069	RiPP	Unknown	thioamitides	RiPP	NZ_MKUY01000005.1 MAG: Devosia sp. 63-57 SCNpilot_expt_1000_bf_scaffold_3, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00069	0.5
NZ_JBTSEP010000003.1.region001.gbk_region_1	NZ_JBTSEP010000003.1.region001	region	1	636	FAM_00070	RiPP	Unknown	thioamitides	RiPP	NZ_JBTSEP010000003.1 MAG: Devosia sp. isolate ML34-012-05 ML34_012_NODE_45_length_152938_cov_7.526592, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00070	0.5
NZ_JBVKGV010000033.1.region001.gbk_region_1	NZ_JBVKGV010000033.1.region001	region	1	636	FAM_00070	RiPP	Unknown	thioamitides	RiPP	NZ_JBVKGV010000033.1 MAG: Devosia sp. isolate ML34-006-05 ML34_006_NODE_583_length_35475_cov_2.597827, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00070	0.5
NZ_BSNS01000020.1.region001.gbk_region_1	NZ_BSNS01000020.1.region001	region	1	1098	FAM_00071	RiPP	Unknown	RiPP-like	RiPP	NZ_BSNS01000020.1 Devosia nitrariae strain NBRC 112416 sequence20, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00071	0.5
NZ_JBHLYO010000020.1.region001.gbk_region_1	NZ_JBHLYO010000020.1.region001	region	1	1098	FAM_00071	RiPP	Unknown	RiPP-like	RiPP	NZ_JBHLYO010000020.1 Devosia nitrariae strain NBRC 112416 platanus_K_default_20, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00071	0.5
NZ_JBHLYO010000004.1.region001.gbk_region_1	NZ_JBHLYO010000004.1.region001	region	1	1131	FAM_00072	RiPP	Unknown	LAP	RiPP	NZ_JBHLYO010000004.1 Devosia nitrariae strain NBRC 112416 platanus_K_default_4, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00072	0.5
NZ_BSNS01000007.1.region001.gbk_region_1	NZ_BSNS01000007.1.region001	region	1	1131	FAM_00072	RiPP	Unknown	LAP	RiPP	NZ_BSNS01000007.1 Devosia nitrariae strain NBRC 112416 sequence07, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00072	0.5
NZ_JAEMNZ010000003.1.region001.gbk_region_1	NZ_JAEMNZ010000003.1.region001	region	1	1227	FAM_00073	RiPP	Unknown	RRE-containing	RiPP	NZ_JAEMNZ010000003.1 Devosia sp. MC532 Scaffold3_1, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00073	0.5
NZ_JAEMEB010000005.1.region001.gbk_region_1	NZ_JAEMEB010000005.1.region001	region	1	1227	FAM_00073	RiPP	Unknown	RRE-containing	RiPP	NZ_JAEMEB010000005.1 Devosia sp. MC521 Scaffold5_1, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00073	0.5
